Entry	Entry name	Status	Gene names	EnsemblPlants transcript	Cross-reference (STRING)
A0A3Q7GWW6	A0A3Q7GWW6_SOLLC	unreviewed		Solyc06g054640.2.1;	
A0A3Q7J3U1	A0A3Q7J3U1_SOLLC	unreviewed		Solyc12g009930.2.1;	
A0A3Q7GX88	A0A3Q7GX88_SOLLC	unreviewed		Solyc06g060290.3.1;	
A0A3Q7EUN5	A0A3Q7EUN5_SOLLC	unreviewed		Solyc01g112290.3.1;	
A0A3Q7IGS1	A0A3Q7IGS1_SOLLC	unreviewed		Solyc10g049920.2.1;	
A0A3Q7ED98	A0A3Q7ED98_SOLLC	unreviewed		Solyc01g047590.2.1;	
A0A3Q7FY38	A0A3Q7FY38_SOLLC	unreviewed		Solyc04g008385.1.1;	
A0A3Q7FZA2	A0A3Q7FZA2_SOLLC	unreviewed	101265426	Solyc04g007980.3.1;	
A0A3Q7J3C7	A0A3Q7J3C7_SOLLC	unreviewed	101262562	Solyc09g090600.3.1;	
A0A3Q7F049	A0A3Q7F049_SOLLC	unreviewed	101262682	Solyc02g067530.3.1;	
A0A3Q7F6X1	A0A3Q7F6X1_SOLLC	unreviewed		Solyc02g082440.2.1;	
A0A3Q7G3G2	A0A3Q7G3G2_SOLLC	unreviewed		Solyc03g025240.2.1;	
A0A3Q7IYM4	A0A3Q7IYM4_SOLLC	unreviewed	101260693	Solyc11g064850.2.1;	
A0A3Q7HF39	A0A3Q7HF39_SOLLC	unreviewed	101256787	Solyc07g053490.3.1;	
A0A3Q7JDD2	A0A3Q7JDD2_SOLLC	unreviewed	101247802	Solyc12g094670.1.1;	
A0A3Q7JX23	A0A3Q7JX23_SOLLC	unreviewed		Solyc12g056677.1.1;	
A0A3Q7H9M5	A0A3Q7H9M5_SOLLC	unreviewed		Solyc07g019493.1.1;	
A0A3Q7FJL4	A0A3Q7FJL4_SOLLC	unreviewed		Solyc03g044625.1.1;	
A0A3Q7JMQ3	A0A3Q7JMQ3_SOLLC	unreviewed		Solyc11g050934.1.1;	
A0A3Q7ES73	A0A3Q7ES73_SOLLC	unreviewed	101245505	Solyc01g107330.3.1;	
A0A3Q7H285	A0A3Q7H285_SOLLC	unreviewed		Solyc06g072620.3.1;	
A0A3Q7ITR6	A0A3Q7ITR6_SOLLC	unreviewed		Solyc11g020478.1.1;	
A0A3Q7G6A5	A0A3Q7G6A5_SOLLC	unreviewed	101261022	Solyc04g077990.3.1;	
A0A3Q7F939	A0A3Q7F939_SOLLC	unreviewed		Solyc02g088240.3.1;	
A0A3Q7FUR4	A0A3Q7FUR4_SOLLC	unreviewed		Solyc03g118995.1.1;	
A0A3Q7FDM7	A0A3Q7FDM7_SOLLC	unreviewed		Solyc01g109505.1.1;	
A0A3Q7GRY3	A0A3Q7GRY3_SOLLC	unreviewed	101247532	Solyc06g051200.3.1;	
A0A3Q7HAG7	A0A3Q7HAG7_SOLLC	unreviewed		Solyc05g015930.3.1;	
A0A3Q7FR67	A0A3Q7FR67_SOLLC	unreviewed	101252974	Solyc03g111730.3.1;	
A0A3Q7FD49	A0A3Q7FD49_SOLLC	unreviewed		Solyc03g006250.3.1;	
A0A3Q7G1W2	A0A3Q7G1W2_SOLLC	unreviewed		Solyc04g024975.1.1;	
A0A3Q7GKA1	A0A3Q7GKA1_SOLLC	unreviewed		Solyc05g023950.1.1;	
A0A3Q7FUM5	A0A3Q7FUM5_SOLLC	unreviewed		Solyc02g084560.3.1;	
A0A3Q7END2	A0A3Q7END2_SOLLC	unreviewed		Solyc01g099800.3.1;	
A0A3Q7GRA0	A0A3Q7GRA0_SOLLC	unreviewed		Solyc06g048890.3.1;	
A0A3Q7FY50	A0A3Q7FY50_SOLLC	unreviewed	101253580	Solyc04g008560.3.1;	
A0A3Q7GDH1	A0A3Q7GDH1_SOLLC	unreviewed		Solyc05g014490.2.1;	
A0A3Q7EWX9	A0A3Q7EWX9_SOLLC	unreviewed		Solyc02g032450.3.1;	
A0A3Q7F005	A0A3Q7F005_SOLLC	unreviewed		Solyc01g067770.2.1;	
A0A3Q7IL02	A0A3Q7IL02_SOLLC	unreviewed		Solyc10g080393.1.1;	
A0A3Q7H5G3	A0A3Q7H5G3_SOLLC	unreviewed		Solyc05g006810.3.1;	
A0A3Q7I2V7	A0A3Q7I2V7_SOLLC	unreviewed		Solyc07g018385.1.1;	
Q0NZZ0	Q0NZZ0_SOLLC	unreviewed	Dwarf		
A0A3Q7GPN6	A0A3Q7GPN6_SOLLC	unreviewed	101254490	Solyc05g056020.3.1;	
A0A3Q7GTK1	A0A3Q7GTK1_SOLLC	unreviewed		Solyc04g024840.3.1;	
A0A3Q7EEE4	A0A3Q7EEE4_SOLLC	unreviewed		Solyc01g059857.1.1;	
A0A3Q7GCN0	A0A3Q7GCN0_SOLLC	unreviewed		Solyc05g012827.1.1;	
A0A3Q7JX37	A0A3Q7JX37_SOLLC	unreviewed	101255970	Solyc12g056780.2.1;	
A0A3Q7H4G8	A0A3Q7H4G8_SOLLC	unreviewed		Solyc07g007510.3.1;	
A0A494G916	A0A494G916_SOLLC	unreviewed		Solyc00g021640.3.1;	
A0A3Q7GXF8	A0A3Q7GXF8_SOLLC	unreviewed	101252997	Solyc06g060720.3.1;	
A0A3Q7E8X5	A0A3Q7E8X5_SOLLC	unreviewed		Solyc01g008497.1.1;	
A0A3Q7EM07	A0A3Q7EM07_SOLLC	unreviewed		Solyc01g096430.3.1;	
A0A3Q7EMQ8	A0A3Q7EMQ8_SOLLC	unreviewed	101248142	Solyc01g098040.3.1;	
A0A3Q7FDT9	A0A3Q7FDT9_SOLLC	unreviewed		Solyc03g007545.1.1;	
A0A3Q7JNF0	A0A3Q7JNF0_SOLLC	unreviewed	101264177	Solyc11g065080.2.1;	
A0A3Q7H934	A0A3Q7H934_SOLLC	unreviewed		Solyc07g042950.2.1;	
A0A3Q7I1T9	A0A3Q7I1T9_SOLLC	unreviewed		Solyc09g018367.1.1;	
A0A3Q7JCQ8	A0A3Q7JCQ8_SOLLC	unreviewed	101260321	Solyc12g088660.2.1;	
A0A3Q7GHW3	A0A3Q7GHW3_SOLLC	unreviewed		Solyc03g117080.3.1;	
A0A3Q7EVM7	A0A3Q7EVM7_SOLLC	unreviewed		Solyc01g110910.3.1;	
A0A3Q7HZT6	A0A3Q7HZT6_SOLLC	unreviewed		Solyc09g025230.3.1;	
A0A3Q7ICB0	A0A3Q7ICB0_SOLLC	unreviewed		Solyc10g012420.3.1;	
A0A3Q7F2W7	A0A3Q7F2W7_SOLLC	unreviewed		Solyc02g068795.1.1;	
A0A3Q7H1A3	A0A3Q7H1A3_SOLLC	unreviewed		Solyc06g071050.3.1;	
A0A3Q7I3K4	A0A3Q7I3K4_SOLLC	unreviewed		Solyc09g064947.1.1;	
A0A3Q7HFV8	A0A3Q7HFV8_SOLLC	unreviewed		Solyc07g054890.1.1;	
A0A3Q7H6N0	A0A3Q7H6N0_SOLLC	unreviewed	101268117	Solyc07g006720.3.1;	
A0A3Q7GQC6	A0A3Q7GQC6_SOLLC	unreviewed	101255999	Solyc06g005620.3.1;	
A0A3Q7FZF7	A0A3Q7FZF7_SOLLC	unreviewed		Solyc04g025282.1.1;	
A0A3Q7INP1	A0A3Q7INP1_SOLLC	unreviewed		Solyc11g005730.2.1;	
A0A3Q7GSK0	A0A3Q7GSK0_SOLLC	unreviewed	101250222	Solyc06g008730.3.1;	
Q42892	Q42892_SOLLC	unreviewed			
A0A3Q7GJM0	A0A3Q7GJM0_SOLLC	unreviewed		Solyc05g052760.3.1;	
A0A3Q7FR02	A0A3Q7FR02_SOLLC	unreviewed		Solyc03g111550.3.1;	
A0A3Q7JKB5	A0A3Q7JKB5_SOLLC	unreviewed		Solyc11g017373.1.1;	
A0A3Q7IWU9	A0A3Q7IWU9_SOLLC	unreviewed	101268059	Solyc11g042990.2.1;	
A0A3Q7I7F5	A0A3Q7I7F5_SOLLC	unreviewed		Solyc09g090340.2.1;	
E7E8G2	E7E8G2_SOLLC	unreviewed	matK		
A0A3Q7JAH1	A0A3Q7JAH1_SOLLC	unreviewed		Solyc10g047520.1.1;	
A0A3Q7JBW6	A0A3Q7JBW6_SOLLC	unreviewed		Solyc10g051273.1.1;	
A0A3Q7JC40	A0A3Q7JC40_SOLLC	unreviewed		Solyc10g052777.1.1;	
A0A3Q7EI02	A0A3Q7EI02_SOLLC	unreviewed	101266452	Solyc01g080410.3.1;	
A0A3Q7HT11	A0A3Q7HT11_SOLLC	unreviewed	101266131	Solyc06g067970.2.1;	
A0A3Q7J9Y1	A0A3Q7J9Y1_SOLLC	unreviewed		Solyc12g042016.1.1;	
A0A3Q7FGT5	A0A3Q7FGT5_SOLLC	unreviewed		Solyc02g022810.2.1;	
A0A3Q7GEW5	A0A3Q7GEW5_SOLLC	unreviewed		Solyc05g010000.1.1;	
A0A3Q7EU05	A0A3Q7EU05_SOLLC	unreviewed		Solyc01g110686.1.1;	
A0A3Q7FH83	A0A3Q7FH83_SOLLC	unreviewed		Solyc02g030360.2.1;	
A0A3Q7HQS6	A0A3Q7HQS6_SOLLC	unreviewed		Solyc08g074893.1.1;	
Q9ATY3	Q9ATY3_SOLLC	unreviewed	MKP1		
A0A3Q7HXM9	A0A3Q7HXM9_SOLLC	unreviewed		Solyc09g009880.3.1;	
A0A3Q7EZW0	A0A3Q7EZW0_SOLLC	unreviewed		Solyc02g065715.1.1;	
A0A3Q7IR68	A0A3Q7IR68_SOLLC	unreviewed		Solyc08g082780.2.1;	
A0A3Q7HCH1	A0A3Q7HCH1_SOLLC	unreviewed		Solyc07g053730.3.1;	
A0A3Q7IRY0	A0A3Q7IRY0_SOLLC	unreviewed		Solyc11g012705.1.1;	
A0A3Q7IYS8	A0A3Q7IYS8_SOLLC	unreviewed	101248742	Solyc11g065700.2.1;	
A0A3Q7FZP7	A0A3Q7FZP7_SOLLC	unreviewed		Solyc02g093240.2.1;	
A0A3Q7EFZ8	A0A3Q7EFZ8_SOLLC	unreviewed	101265958	Solyc01g067650.2.1;	
A0A3Q7IV62	A0A3Q7IV62_SOLLC	unreviewed		Solyc11g039530.1.1;	
A0A3Q7G8X0	A0A3Q7G8X0_SOLLC	unreviewed	101251280	Solyc04g076180.3.1;	
A0A3Q7HTX5	A0A3Q7HTX5_SOLLC	unreviewed		Solyc06g069665.1.1;	
A0A3Q7EVB0	A0A3Q7EVB0_SOLLC	unreviewed		Solyc02g011810.2.1;	
A0A3Q7F7Y8	A0A3Q7F7Y8_SOLLC	unreviewed		Solyc01g099300.3.1;	
A0A3Q7JCP2	A0A3Q7JCP2_SOLLC	unreviewed		Solyc10g054975.1.1;	
A0A3Q7FA14	A0A3Q7FA14_SOLLC	unreviewed		Solyc02g086170.3.1;	
A0A3Q7EQB2	A0A3Q7EQB2_SOLLC	unreviewed		Solyc01g005030.3.1;	
A0A3Q7ES21	A0A3Q7ES21_SOLLC	unreviewed		Solyc01g107030.3.1;	
A0A3Q7EWB4	A0A3Q7EWB4_SOLLC	unreviewed		Solyc01g028935.1.1;	
A0A3Q7H7K1	A0A3Q7H7K1_SOLLC	unreviewed	101250403	Solyc05g010400.3.1;	
A0A3Q7I8E5	A0A3Q7I8E5_SOLLC	unreviewed		Solyc09g082870.2.1;	
A0A3Q7HXV9	A0A3Q7HXV9_SOLLC	unreviewed	101243815	Solyc09g010300.3.1;	
A0A3Q7FBM0	A0A3Q7FBM0_SOLLC	unreviewed		Solyc02g089340.3.1;	
A0A3Q7EYD2	A0A3Q7EYD2_SOLLC	unreviewed		Solyc02g043970.1.1;	
A0A3Q7EIJ3	A0A3Q7EIJ3_SOLLC	unreviewed	101261157	Solyc01g081440.3.1;	
A0A3Q7FG96	A0A3Q7FG96_SOLLC	unreviewed	101255366	Solyc03g007490.3.1;	
A0A3Q7HR60	A0A3Q7HR60_SOLLC	unreviewed		Solyc08g076570.3.1;	
A0A494G9N3	A0A494G9N3_SOLLC	unreviewed		Solyc00g092870.1.1;	
A0A3Q7IZE6	A0A3Q7IZE6_SOLLC	unreviewed		Solyc11g067300.2.1;	
A0A3Q7IJA4	A0A3Q7IJA4_SOLLC	unreviewed	101248734	Solyc10g078200.1.1;	
A0A3Q7JCL5	A0A3Q7JCL5_SOLLC	unreviewed		Solyc10g054850.2.1;	
A0A3Q7IMK0	A0A3Q7IMK0_SOLLC	unreviewed		Solyc10g084745.1.1;	
A0A3Q7I5J4	A0A3Q7I5J4_SOLLC	unreviewed		Solyc09g075080.3.1;	
A0A3Q7I5R5	A0A3Q7I5R5_SOLLC	unreviewed		Solyc07g041895.1.1;	
A0A3Q7IS46	A0A3Q7IS46_SOLLC	unreviewed		Solyc11g012550.2.1;	
A0A3Q7I5L4	A0A3Q7I5L4_SOLLC	unreviewed		Solyc09g064860.3.1;	
A0A3Q7HQ97	A0A3Q7HQ97_SOLLC	unreviewed		Solyc08g069060.3.1;	
A0A3Q7IW29	A0A3Q7IW29_SOLLC	unreviewed		Solyc09g018265.1.1;	
A0A3Q7IR25	A0A3Q7IR25_SOLLC	unreviewed		Solyc11g010700.2.1;	
A0A3Q7FZK4	A0A3Q7FZK4_SOLLC	unreviewed		Solyc04g025580.2.1;	
A0A3Q7GQE4	A0A3Q7GQE4_SOLLC	unreviewed		Solyc06g005700.1.1;	
A0A3Q7G544	A0A3Q7G544_SOLLC	unreviewed		Solyc04g051073.1.1;	
A0A3Q7GTK7	A0A3Q7GTK7_SOLLC	unreviewed		Solyc06g018008.1.1;	
A0A3Q7EFH2	A0A3Q7EFH2_SOLLC	unreviewed		Solyc01g065790.1.1;	
A0A3Q7FT91	A0A3Q7FT91_SOLLC	unreviewed		Solyc03g114610.1.1;	
A0A3Q7FPH5	A0A3Q7FPH5_SOLLC	unreviewed		Solyc03g112680.2.1;	
O24016	O24016_SOLLC	unreviewed	I2C-2		
R9WSW7	R9WSW7_SOLLC	unreviewed	NSGT1		
A0A3Q7I9T4	A0A3Q7I9T4_SOLLC	unreviewed		Solyc09g091630.1.1;	
A0A3Q7IGJ2	A0A3Q7IGJ2_SOLLC	unreviewed		Solyc10g052480.1.1;	
A0A3Q7HUX0	A0A3Q7HUX0_SOLLC	unreviewed		Solyc08g082350.3.1;	
A0A3Q7H691	A0A3Q7H691_SOLLC	unreviewed		Solyc07g006045.1.1;	
A0A3Q7F9R6	A0A3Q7F9R6_SOLLC	unreviewed		Solyc02g089880.3.1;	
A0A3Q7FEU7	A0A3Q7FEU7_SOLLC	unreviewed		Solyc03g005320.3.1;	
A0A3Q7I028	A0A3Q7I028_SOLLC	unreviewed		Solyc09g018130.2.1;	
A0A3Q7I3D4	A0A3Q7I3D4_SOLLC	unreviewed		Solyc09g055890.3.1;	
A0A3Q7FBY6	A0A3Q7FBY6_SOLLC	unreviewed		Solyc02g093740.3.1;	
A0A3Q7J5N7	A0A3Q7J5N7_SOLLC	unreviewed		Solyc12g014397.1.1;	
A0A3Q7GM40	A0A3Q7GM40_SOLLC	unreviewed	101257969	Solyc06g005710.3.1;	
A0A3Q7F3M3	A0A3Q7F3M3_SOLLC	unreviewed		Solyc02g077565.1.1;	
A0A3Q7J7Q7	A0A3Q7J7Q7_SOLLC	unreviewed		Solyc12g038540.2.1;	
A0A3Q7IQ88	A0A3Q7IQ88_SOLLC	unreviewed	101250560	Solyc11g006020.2.1;	
A0A3Q7EM99	A0A3Q7EM99_SOLLC	unreviewed		Solyc01g097640.3.1;	
A0A3Q7FTQ2	A0A3Q7FTQ2_SOLLC	unreviewed		Solyc03g116830.3.1;	
A0A3Q7GP77	A0A3Q7GP77_SOLLC	unreviewed		Solyc05g055140.1.1;	
A0A3Q7G1T3	A0A3Q7G1T3_SOLLC	unreviewed		Solyc04g024790.1.1;	
A0A3Q7ER59	A0A3Q7ER59_SOLLC	unreviewed		Solyc01g105320.3.1;	
A0A3Q7IZ06	A0A3Q7IZ06_SOLLC	unreviewed	104644768	Solyc11g066940.2.1;	
A0A494G8F4	A0A494G8F4_SOLLC	unreviewed		Solyc00g006860.2.1;	
A0A494G8X4	A0A494G8X4_SOLLC	unreviewed		Solyc00g017900.1.1;	
A0A3Q7EAW1	A0A3Q7EAW1_SOLLC	unreviewed		Solyc01g014225.1.1;	
A0A3Q7ELG5	A0A3Q7ELG5_SOLLC	unreviewed		Solyc01g095240.3.1;	
A0A3Q7FQT1	A0A3Q7FQT1_SOLLC	unreviewed		Solyc03g098060.2.1;	
A0A3Q7J653	A0A3Q7J653_SOLLC	unreviewed		Solyc12g017890.1.1;	
A0A3Q7HPI9	A0A3Q7HPI9_SOLLC	unreviewed	101251016	Solyc08g067880.3.1;	
A0A3Q7INB0	A0A3Q7INB0_SOLLC	unreviewed		Solyc11g005050.2.1;	
A0A3Q7HJ00	A0A3Q7HJ00_SOLLC	unreviewed	101250221	Solyc06g007540.3.1;	
A0A3Q7HX73	A0A3Q7HX73_SOLLC	unreviewed	101263046	Solyc08g083190.3.1;	
A0A3Q7EDC2	A0A3Q7EDC2_SOLLC	unreviewed		Solyc01g056730.2.1;	
A0A3Q7H8J0	A0A3Q7H8J0_SOLLC	unreviewed		Solyc07g040840.2.1;	
A0A3Q7GZH4	A0A3Q7GZH4_SOLLC	unreviewed	101257765	Solyc04g072170.1.1;	
A0A3Q7EN39	A0A3Q7EN39_SOLLC	unreviewed		Solyc01g099290.3.1;	
A0A3Q7JDU5	A0A3Q7JDU5_SOLLC	unreviewed		Solyc10g075080.1.1;	
A0A3Q7JNC7	A0A3Q7JNC7_SOLLC	unreviewed		Solyc11g064930.2.1;	
A0A3Q7ESI2	A0A3Q7ESI2_SOLLC	unreviewed		Solyc01g008820.3.1;	
A0A3Q7F9L3	A0A3Q7F9L3_SOLLC	unreviewed		Solyc02g086660.3.1;	
A0A3Q7IL70	A0A3Q7IL70_SOLLC	unreviewed		Solyc08g068545.1.1;	
A0A3Q7G2Y9	A0A3Q7G2Y9_SOLLC	unreviewed	101260929	Solyc04g049140.3.1;	
A0A3Q7ERP5	A0A3Q7ERP5_SOLLC	unreviewed	101244699	Solyc01g007070.3.1;	
A0A3Q7H7W2	A0A3Q7H7W2_SOLLC	unreviewed		Solyc07g040663.1.1;	
A0A3Q7HQX2	A0A3Q7HQX2_SOLLC	unreviewed	101250324	Solyc08g066440.3.1;	
A0A3Q7HIK6	A0A3Q7HIK6_SOLLC	unreviewed		Solyc06g005690.2.1;	
A0A3Q7GQY2	A0A3Q7GQY2_SOLLC	unreviewed	101256580	Solyc04g011620.3.1;	
A0A3Q7GHN6	A0A3Q7GHN6_SOLLC	unreviewed		Solyc05g047420.3.1;	
A0A3Q7F7F2	A0A3Q7F7F2_SOLLC	unreviewed		Solyc02g083300.1.1;	
C0KFM2	C0KFM2_SOLLC	unreviewed			
A0A494GA05	A0A494GA05_SOLLC	unreviewed		Solyc00g145170.2.1;	
A0A494G8R4	A0A494G8R4_SOLLC	unreviewed		Solyc00g013110.1.1;	
A0A3Q7HFM6	A0A3Q7HFM6_SOLLC	unreviewed		Solyc05g052170.3.1;	
Q9FXK8	Q9FXK8_SOLLC	unreviewed	sps		
A0A3Q7J9B2	A0A3Q7J9B2_SOLLC	unreviewed		Solyc12g042190.1.1;	
A0A3Q7G5L4	A0A3Q7G5L4_SOLLC	unreviewed		Solyc03g034430.2.1;	
A0A3Q7FJT0	A0A3Q7FJT0_SOLLC	unreviewed		Solyc03g078625.1.1;	
A0A3Q7G0B9	A0A3Q7G0B9_SOLLC	unreviewed		Solyc04g015550.2.1;	
Q645M8	Q645M8_SOLLC	unreviewed	chMDH		
A0A494G9W4	A0A494G9W4_SOLLC	unreviewed		Solyc00g121235.1.1;	
A0A3Q7FH30	A0A3Q7FH30_SOLLC	unreviewed	101253979	Solyc03g044960.2.1;	
A0A3Q7HCW9	A0A3Q7HCW9_SOLLC	unreviewed	101250233	Solyc07g043680.3.1;	
A0A3Q7F3D4	A0A3Q7F3D4_SOLLC	unreviewed		Solyc02g077120.3.1;	
A0A3Q7ERW1	A0A3Q7ERW1_SOLLC	unreviewed		Solyc01g107230.2.1;	
A0A3Q7J5H9	A0A3Q7J5H9_SOLLC	unreviewed		Solyc12g014070.2.1;	
A0A3Q7H6R1	A0A3Q7H6R1_SOLLC	unreviewed	108150742	Solyc07g006880.1.1;	
A0A3Q7FR52	A0A3Q7FR52_SOLLC	unreviewed	101253471	Solyc03g114030.3.1;	
A0A3Q7HD33	A0A3Q7HD33_SOLLC	unreviewed	101252410	Solyc07g054850.3.1;	
A0A3Q7EJ42	A0A3Q7EJ42_SOLLC	unreviewed		Solyc01g088170.3.1;	
A0A3Q7H1H4	A0A3Q7H1H4_SOLLC	unreviewed		Solyc06g083030.3.1;	
A0A3Q7HW43	A0A3Q7HW43_SOLLC	unreviewed	543928	Solyc09g007870.3.1;	
A0A3Q7IHA6	A0A3Q7IHA6_SOLLC	unreviewed		Solyc10g050776.1.1;	
A0A3Q7H263	A0A3Q7H263_SOLLC	unreviewed	101248211	Solyc06g072520.2.1;	
A0A3Q7JAY9	A0A3Q7JAY9_SOLLC	unreviewed		Solyc12g056210.2.1;	
A0A3Q7GEB9	A0A3Q7GEB9_SOLLC	unreviewed	101252879	Solyc05g016250.3.1;	
A0A3Q7ET64	A0A3Q7ET64_SOLLC	unreviewed	101267167	Solyc01g109650.3.1;	
A0A3Q7F594	A0A3Q7F594_SOLLC	unreviewed		Solyc02g080920.2.1;	
A0A3Q7JMC9	A0A3Q7JMC9_SOLLC	unreviewed		Solyc11g044750.2.1;	
A0A3Q7ITB1	A0A3Q7ITB1_SOLLC	unreviewed		Solyc11g018500.2.1;	
A0A3Q7F9Q6	A0A3Q7F9Q6_SOLLC	unreviewed		Solyc02g089493.1.1;	
A0A3Q7JBL0	A0A3Q7JBL0_SOLLC	unreviewed		Solyc10g050720.2.1;	
A0A3Q7JIU3	A0A3Q7JIU3_SOLLC	unreviewed	101261189	Solyc11g010320.1.1;	
A0A3Q7GJZ9	A0A3Q7GJZ9_SOLLC	unreviewed	101263895	Solyc03g119940.3.1;	
A0A3Q7I1B8	A0A3Q7I1B8_SOLLC	unreviewed		Solyc09g015290.1.1;	
A0A3Q7HBF1	A0A3Q7HBF1_SOLLC	unreviewed		Solyc07g052077.1.1;	
A0A3Q7EAF8	A0A3Q7EAF8_SOLLC	unreviewed		Solyc01g009510.2.1;	
A0A3Q7GZC6	A0A3Q7GZC6_SOLLC	unreviewed	101245554	Solyc06g072350.3.1;	
A0A3Q7HPM3	A0A3Q7HPM3_SOLLC	unreviewed		Solyc08g068540.3.1;	
A0A494G9V2	A0A494G9V2_SOLLC	unreviewed		Solyc00g112930.3.1;	
A0A3Q7J1W7	A0A3Q7J1W7_SOLLC	unreviewed	101262486	Solyc11g073120.2.1;	
A0A3Q7F6Q7	A0A3Q7F6Q7_SOLLC	unreviewed		Solyc02g083815.1.1;	
A0A3Q7HKL1	A0A3Q7HKL1_SOLLC	unreviewed		Solyc08g036625.1.1;	
A0A3Q7IUP7	A0A3Q7IUP7_SOLLC	unreviewed	101246012	Solyc11g030720.2.1;	
A0A3Q7F8U0	A0A3Q7F8U0_SOLLC	unreviewed	101260096	Solyc02g087670.3.1;	
A0A3Q7I4X1	A0A3Q7I4X1_SOLLC	unreviewed		Solyc07g039340.3.1;	
A0A3Q7GEN0	A0A3Q7GEN0_SOLLC	unreviewed		Solyc05g017897.1.1;	
A0A3Q7EWB0	A0A3Q7EWB0_SOLLC	unreviewed	101254744	Solyc02g030220.1.1;	
A0A3Q7ETV7	A0A3Q7ETV7_SOLLC	unreviewed		Solyc01g110465.1.1;	
A0A3Q7F8K2	A0A3Q7F8K2_SOLLC	unreviewed		Solyc01g100290.3.1;	
A0A3Q7EUQ6	A0A3Q7EUQ6_SOLLC	unreviewed	100191110	Solyc01g111630.3.1;	
A0A3Q7IQU8	A0A3Q7IQU8_SOLLC	unreviewed		Solyc11g008840.2.1;	
G8Z276	G8Z276_SOLLC	unreviewed			
A0A3Q7EF56	A0A3Q7EF56_SOLLC	unreviewed		Solyc01g060318.1.1;	
A0A3Q7GN11	A0A3Q7GN11_SOLLC	unreviewed		Solyc04g005540.3.1;	
A0A1L7NTS1	A0A1L7NTS1_SOLLC	unreviewed	APX		
A0A3Q7G254	A0A3Q7G254_SOLLC	unreviewed		Solyc04g028565.1.1;	
A0A3Q7HRR1	A0A3Q7HRR1_SOLLC	unreviewed		Solyc08g068010.2.1;	
A0A3Q7EXJ5	A0A3Q7EXJ5_SOLLC	unreviewed		Solyc02g032550.2.1;	
A0A3Q7I852	A0A3Q7I852_SOLLC	unreviewed	101245495	Solyc09g083380.3.1;	
A0A3Q7ECR1	A0A3Q7ECR1_SOLLC	unreviewed		Solyc01g020403.1.1;	
A0A3Q7IVL2	A0A3Q7IVL2_SOLLC	unreviewed		Solyc11g039860.2.1;	
A0A3Q7IEC7	A0A3Q7IEC7_SOLLC	unreviewed		Solyc10g045260.1.1;	
A0A3Q7E8X3	A0A3Q7E8X3_SOLLC	unreviewed	101244219	Solyc01g006480.3.1;	
A0A3Q7HYQ1	A0A3Q7HYQ1_SOLLC	unreviewed		Solyc09g008415.1.1;	
A0A3Q7HJD8	A0A3Q7HJD8_SOLLC	unreviewed	101265031	Solyc06g008240.3.1;	
A0A3Q7ED53	A0A3Q7ED53_SOLLC	unreviewed	101253713	Solyc01g028860.3.1;	
A0A3Q7FP05	A0A3Q7FP05_SOLLC	unreviewed		Solyc02g071340.2.1;	
A0A3Q7IHJ0	A0A3Q7IHJ0_SOLLC	unreviewed		Solyc10g054990.2.1;	
A0A3Q7I9V8	A0A3Q7I9V8_SOLLC	unreviewed		Solyc10g005990.3.1;	
A0A3Q7ECV1	A0A3Q7ECV1_SOLLC	unreviewed		Solyc01g020345.1.1;	
A0A3Q7G9F1	A0A3Q7G9F1_SOLLC	unreviewed		Solyc05g005915.1.1;	
A0A3Q7HFC5	A0A3Q7HFC5_SOLLC	unreviewed	101254492	Solyc05g051620.3.1;	
A0A3Q7EFY5	A0A3Q7EFY5_SOLLC	unreviewed		Solyc01g067570.3.1;	
A0A3Q7FSI5	A0A3Q7FSI5_SOLLC	unreviewed		Solyc02g081082.1.1;	
A0A3Q7J9M8	A0A3Q7J9M8_SOLLC	unreviewed	101256660	Solyc12g049150.1.1;	
A0A3Q7GA72	A0A3Q7GA72_SOLLC	unreviewed	101247012	Solyc04g078550.3.1;	
A0A3Q7JCU3	A0A3Q7JCU3_SOLLC	unreviewed		Solyc12g088890.2.1;	
A0A3Q7GI98	A0A3Q7GI98_SOLLC	unreviewed		Solyc05g015043.1.1;	
A0A3Q7GF13	A0A3Q7GF13_SOLLC	unreviewed		Solyc05g013257.1.1;	
A0A3Q7GZS9	A0A3Q7GZS9_SOLLC	unreviewed		Solyc04g072630.3.1;	
A0A3Q7I843	A0A3Q7I843_SOLLC	unreviewed	101244032	Solyc09g083330.3.1;	
A0A3Q7JSF1	A0A3Q7JSF1_SOLLC	unreviewed	109119051	Solyc12g009900.2.1;	
A0A3Q7GAC0	A0A3Q7GAC0_SOLLC	unreviewed		Solyc04g078820.3.1;	
A0A3Q7FJY9	A0A3Q7FJY9_SOLLC	unreviewed		Solyc03g079900.3.1;	
A0A3Q7G6V3	A0A3Q7G6V3_SOLLC	unreviewed		Solyc04g079310.3.1;	
A0A3Q7GYW6	A0A3Q7GYW6_SOLLC	unreviewed		Solyc06g072780.2.1;	
A0A3Q7J9T0	A0A3Q7J9T0_SOLLC	unreviewed	101261994	Solyc12g049420.2.1;	
A0A3Q7GZ15	A0A3Q7GZ15_SOLLC	unreviewed	101267816	Solyc06g071750.3.1;	
A0A3Q7IXX5	A0A3Q7IXX5_SOLLC	unreviewed		Solyc11g056340.1.1;	
A0A3Q7G7N3	A0A3Q7G7N3_SOLLC	unreviewed		Solyc04g071630.3.1;	
