Entry	Status	yourlist:M201904245C475328CEF75220C360D524E9D456CE077D18J	Gene names
Q9SCK2	reviewed		LSU3 At3g49570 T9C5.160
Q8L8S2	reviewed		LSU4 At5g24655 K18P6
Q8VY88	reviewed		LTD GDC1 At1g50900 F8A12.12
Q04980	reviewed		LTI65 RD29B At5g52300 K24M7.3
Q9M8Y5	reviewed		LTL1 At3g04290 T6K12.9
Q9FGI1	reviewed		At5g58410 MCK7.28
Q8L540	reviewed		LTO1 VKOR At4g35760 F8D20.270
Q9C7F7	reviewed		LTPG1 At1g27950 F13K9.6
Q9LZH5	reviewed		LTPG2 XYP5 At3g43720 T28A8.10
O48847	reviewed		LUH MUM1 At2g32700 F24L7.16
Q9LYW5	reviewed		LUL1 RF370 At5g03200 F15A17_230 MOK16.11
Q9LFH6	reviewed		LUL2 RF269 At3g53410 F4P12_110
Q84ME1	reviewed		LUL3 RF398 At5g19080 T16G12.120
Q8LA32	reviewed		LUL4 RF208 At3g06140 F28L1.8
Q38796	reviewed		LD At4g02560 T10P11.15
Q9C5M3	reviewed		LUP1 At1g78970 YUP8H12R.28 YUP8H12R.42
Q8RWT0	reviewed		LUP2 At1g78960 YUP8H12R.43
P0C8Y0	reviewed		CAMS1 LUP3 At1g78955 YUP8H12R.44
B6EXY6	reviewed		BAS LUP4 At1g78950 YUP8H12R.44
Q9FZI2	reviewed		LUP5 At1g66960 F1O19.4
Q4VP09	reviewed		LURE1.1 CRP810_1.1 At5g43285 MNL12
Q4VP08	reviewed		LURE1.2 CRP810_1.2 At5g43510 MWF20.23
Q4VP10	reviewed		LURE1.3 CRP810_1.3 At5g43513 K9D7 MWF20
P0CAY6	reviewed		LURE1.4 CRP810_1.4 At5g43518 K9D7 MWF20
A8MRC6	reviewed		LURE1.5 CRP810_1.5 At5g43525 K9D7
Q4VP07	reviewed		LURE1.6 CRP810_1.6 At5g43516 K9D7 MWF20
Q9ZQR8	reviewed		LURP1 At2g14560 T13P21.6
Q6TBX7	reviewed		CYP97C1 LUT1 At3g53130 T4D2.60
Q93VK5	reviewed		CYP97A3 LUT5 At1g31800 F5M6.19
Q9LPV9	reviewed		LWD1 AN11A At1g12910 F13K23.16
Q38960	reviewed		LWD2 AN11B At3g26640 MLJ15.3 orf10
Q9SGI7	reviewed		LYK2 At3g01840 F28J7.37
F4IB81	reviewed		LYK3 At1g51940 T14L22.13
O64825	reviewed		LYK4 At2g23770 F27L4.5
O22808	reviewed		LYK5 At2g33580 F4P9.35
Q93ZH0	reviewed		LYM1 At1g21880 T26F17.10 T26F17_5
O23006	reviewed		LYM2 At2g17120 F6P23.25
Q6NPN4	reviewed		LYM3 At1g77630 T5M16.22
F4HNU6	reviewed		At1g06900 F4H5.4
Q8LGD5	reviewed		MKS1 VQ21 At3g18690 MVE11.5
Q9ZRV4	reviewed		MLH1 At4g09140 F23J3.170 T8A17.9
F4JN26	reviewed		MLH3 At4g35520 F8D20.30
Q9FI00	reviewed		MLO11 At5g53760 MGN6.12
O80961	reviewed		MLO12 At2g39200 T16B24.16
Q94KB2	reviewed		MLO13 At4g24250 T22A6.80
Q9SSK9	reviewed		MLP28 At1g70830 F15H11.8
Q94KB4	reviewed		MLO9 At1g42560 F8D11.2 T8D8.5
Q9SSK5	reviewed		MLP43 At1g70890 F15H11.12
Q8LFJ6	reviewed		NRPB10 NRPD10 NRPE10 At1g11475 T23J18.30
A6QRA1	reviewed		NRPE7 At4g14660 dl3370c
O82811	reviewed		NRT2.1 ACH1 LIN1 NRT2;1AT At1g08090 T6D22.17
Q9LMZ9	reviewed		NRT2.2 ACH2 NRT2;2AT At1g08100 T6D22.18
Q9FJH8	reviewed		NRT2.4 At5g60770 MAE1.2 MAE1.3
Q9LPV5	reviewed		NRT2.5 At1g12940 F13K23.20
Q9LXH0	reviewed		NRT2.6 At3g45060 F14D17.130
Q9LYK2	reviewed		NRT2.7 At5g14570 T15N1.60
O22944	reviewed		NTAQ1 At2g41760 T11A7.14
Q9FZK4	reviewed		NTF2A At1g27310 F17L21.10
Q9C7F5	reviewed		NTF2B At1g27970 F13K9.26
Q6XPT5	reviewed		AMC7 AMC4 MCP2A At1g79310 YUP8H12R.7
Q93XM7	reviewed		BOU At5g46800 MZA15.23
Q9LPD9	reviewed		MCM2 At1g44900 T12C22.19
Q9FK53	reviewed		At5g18180 MRG7.14
Q8H111	reviewed		NLP1 At2g17150 F6P23.15 T23A1
Q8VYI9	reviewed		At5g64080 MHJ24.6
F4JGZ1	reviewed		MED16 MED16_1 SFR6 At4g04920 T1J1.2
Q9FW03	reviewed		MES11 At3g29770 T26G12.12; At1gXXXXX F13E17.2
F4IE65	reviewed		MES13 At1g26360 T1K7.26
Q8LEU3	reviewed		NOL At5g04900 MUG13.25
Q0WNZ5	reviewed		MS3 At5g20980 F22D1
P23686	reviewed		SAM1 At1g02500 T14P4.17 T14P4_22
Q66GN3	reviewed		NPGR2 At4g28600 T5F17.50
Q5ICL9	reviewed		NPR4 At4g19660 T16H5.20
Q9ZVC2	reviewed		NPR5 BOP2 At2g41370 F13H10.8
Q9M1I7	reviewed		NPR6 BOP1 At3g57130 F24I3.210
Q8RWM2	reviewed		NAPRT1 At4g36940 AP22.31
Q8H1D3	reviewed		NPY1 ENP MAB4 At4g31820 F11C18.20
Q8VZK0	reviewed		MIEL1 PILP1 At5g18650 T1A4.30
Q8LG50	reviewed		LPAT2 LPAAT2 At3g57650 F15B8.160
A9QGV6	reviewed		LOV1 RPP8L1
Q9ZUF7	reviewed		At2g05910 T6P5.11
Q93ZS1	reviewed		At3g45090 T14D3.30
Q9FML4	reviewed		LOB ASL4 At5g63090 MDC12.5
Q1H595	reviewed		LSM2 At1g03330 F15K9.7
P93308	reviewed		AtMg00530; At2g07776
O80888	reviewed		MAPKKK17 At2g32510 T26B15.7
P93314	reviewed		AtMg00590; At2g07718
Q9FHM4	reviewed		MAP65-3 PLE At5g51600 K17N15.15
Q8LGS1	reviewed		MARD1 DUF581-19 FLZ9 SAG102 At3g63210 F16M2.6
Q9FZ29	reviewed		MAN1 At1g02310 T6A9.1
Q0WPH8	reviewed		NEK5 NEK6 At3g44200 F26G5.150
Q9LYB9	reviewed		MBD4 At3g63030 T20O10.130
Q9SNC0	reviewed		MBD5 At3g46580 F12A12.100
Q9LME6	reviewed		MBD8 At1g22310 T16E15.7
Q0IGK1	reviewed		MBD4L At3g07930 F17A17.27
Q9LV58	reviewed		MBF1C At3g24500 MOB24.13
P0DMS1	reviewed		NET2A At1g58215 T18I24.12
F4I131	reviewed		NET2B At1g09720 F21M12.11
Q8LPQ1	reviewed		NET2C At5g10500 F12B17.150
F4IJK1	reviewed		NET2D At2g22560 F14M13.4
Q66GR8	reviewed		NET3A At1g03470 F21B7.9
Q4PSJ7	reviewed		NET3B At4g03153 F4C21.7
O82259	reviewed		NET3C At2g47920 F17A22.31
F4J4P8	reviewed		At3g58220 F9D24.130
Q9M2J2	reviewed		At3g58240 F9D24.150
Q9M2J1	reviewed		At3g58250 F9D24.160
Q9ZQF9	reviewed		MBR1 At2g15530 F9O13
O49500	reviewed		MBR2 HIP1 At4g34040
Q7XJE5	reviewed		AMC2 MCP1C At4g25110 F13M23.250
Q9LDD8	reviewed		MCCB At4g34030 F17I5.220 F28A23.210
A0A1P8AUY4	reviewed		MDN1 DSR1 At1g67120 F5A8.11
O50008	reviewed		MS1 CIMS At5g17920 MPI7.9
P17562	reviewed		SAM2 At4g01850 T7B11.11
Q8W3L1	reviewed		MFDR ADXR At4g32360 F10M6.10 F8B4.60
Q9FFD8	reviewed		MBS2 At5g16470 MQK4.20
O64519	reviewed		AMC6 AMC5 MCP2C At1g79320 YUP8H12R.6
Q9FYE1	reviewed		AMC9 MCP2F At5g04200 F21E1.120
Q8S904	reviewed		MFDX2 ADX2 At4g21090 F7J7.30
Q9FHX2	reviewed		MFL1 At5g42130 MJC20.24
Q9LF50	reviewed		MEX1 RCP1 At5g17520 K3M16.90
Q9LW85	reviewed		MFP1 At3g16000 MSL1.4
Q9ZPI5	reviewed		MFP2 At3g06860 F17A9.1
Q9SI93	reviewed		MGD3 MGDC At2g11810 F7E22.4
Q9SGU9	reviewed		MGL At1g64660 F1N19.23
Q9FMG1	reviewed		AMC3 MCP1A At5g64240 MSJ1.8
Q8VZT0	reviewed		At3g03920 F20H23.3
C0LU16	reviewed		MED21 MED21_1 SRB7 At4g04780 T4B21.7
Q9SJL6	reviewed		MEMB11 At2g36900 T1J8.8
F4IMK2	reviewed		MES6 ABE1 At2g23550 F26B6.20
Q94AI4	reviewed		MTB EMB1691 At4g09980 T5L19.110
Q9XGM8	reviewed		GNTI CGL1 At4g38240 F20D10.360 F22I13.10
Q9FLP3	reviewed		Mge1 At5g55200 MCO15.15
F4I1T7	reviewed		NUP214 EMB1011 LNO1 At1g55540 T5A14.5
O22224	reviewed		NUP93A At2g41620 T32G6.14
O22252	reviewed		MHX MHX1 At2g47600 T30B22.10
Q84MC2	reviewed		LOG8 At5g11950 F14F18.120
O04093	reviewed		LOV1 RPP8L1 At1g10920 T19D16.16
Q9LNR3	reviewed		LOX3 At1g17420 F28G4.10
O65426	reviewed		LOL2 At4g21610 F17L22.70 F18E5.230
Q8GXU8	reviewed		LPAT1 ATS2 EMB1995 LPAAT1 At4g30580 F17I23.80
F4IF99	reviewed		LPXB At2g04560 T1O3.3
P0DKB7	reviewed		LPXC2 At1g24880 F5A9.14
P0DKB9	reviewed		LPXC4 At1g25145 F4F7.43 F5A9.4
Q9ZW11	reviewed		LECRK32 At2g29250 F16P2.37
Q940X9	reviewed		LARP1A At5g21160 T10F18.190
O80939	reviewed		LECRK41 LECRKE LRK1 At2g37710 F13M22.21
Q94K80	reviewed		LARP1C At4g35890 T19K4.20
O48809	reviewed		LRX2 At1g62440 F24O1.18 T3P18.1
Q66GN2	reviewed		LECRK64 LECRKA4.3 At5g01560 F7A7.80
Q9SI54	reviewed		LSM7 EMB2816 At2g03870
Q5FV35	reviewed		MORC2 CRH1 At4g36280 F23E13.170
Q84JZ6	reviewed		MORF3 RIP3 At3g06790 F3E22.7
Q9CAH0	reviewed		MORF7 RIP7 At1g72530 F28P22.28
Q6IMT0	reviewed		KIP At5g49680 K2I5.3 K2I5.4
Q84VQ1	reviewed		KINB1 At5g21170 T10F18.200
O81629	reviewed		KLCR1 At4g10840 F25I24.50 F8M12.21
Q9LII8	reviewed		KLCR2 KLC1 At3g27960 K24A2.5
Q9C9X0	reviewed		MAP70.1 At1g68060 T23K23.9
Q8L7S4	reviewed		MAP70.2 At1g24764 F5A9.19
Q8L7H8	reviewed		MPC2 At4g14695 FCAALL.286
Q7DNC3	reviewed		MPT1 AT2 PHT3;3 At2g17270 F5J6
Q9M2Z8	reviewed		MPT2 AT3 PHT3;2 At3g48850 T21J18_120
Q5XF36	reviewed		KMS1 At4g14950 dl3515w
Q9FHN8	reviewed		KIN14E KCBP ZWI At5g65930 K14B20.10
Q8W1Y3	reviewed		KIN14F KP1 At3g44730 T32N15.10
O81635	reviewed		KIN14G ATK4 KATD At5g27000 F2P16.12
F4HZF0	reviewed		KIN14H At1g09170 T12M4.14
B3H6Z8	reviewed		KIN14J At1g63640 F24D7.17 F2K11.1
F4IBQ9	reviewed		KIN14Q At1g72250 T9N14.6
F4K4C5	reviewed		KIN14S At5g27550 F15A18 F21A20
F4I1T9	reviewed		KIN14T At1g55550 T5A14.3
Q9FL44	reviewed		MPH1 At5g07020 MOJ9.19
Q8GW44	reviewed		KIN1 PSS1 At3g63480 MAA21_110
Q39024	reviewed		MPK4 At4g01370 F2N1.1 F2N1_2-t
Q39026	reviewed		MPK6 At2g43790 F18O19.10
Q39027	reviewed		MPK7 At2g18170 F8D23
P42818	reviewed		ATPK1 ATPK6 S6K1 At3g08730 F17O14.20
Q9LV37	reviewed		MPK9 At3g18040 MRC8.2 MRC8.4
Q9FFP2	reviewed		KPL At5g63720 MBK5.20
Q8GYJ3	reviewed		KRP4 ACK2 ICK7 At2g32710 F24L7.15
Q9LRY0	reviewed		KRP5 ICK3 At3g24810 K7P8.10
Q94CL9	reviewed		KRP7 ICK5 At1g49620 F14J22.14
Q39019	reviewed		ASK10 HIR1 SK41 At1g09840 F21M12.23
Q96287	reviewed		ASK8 SK32 At4g00720 F6N23.11
Q9SEX2	reviewed		AAA1 BOT1 ERH3 FRA2 FTR KSS KTN1 LUE1 At1g80350 F5I6.10
Q9FQ09	reviewed		KU80 At1g48050 F21D18.26 T2J15.4
Q9LVS0	reviewed		KUA1 MYBH At5g47390 MQL5.25
Q6S592	reviewed		JGL NUB At1g13400 T6J4.23
F4I837	reviewed		JAL14 At1g57570 T8L23.4
A0A1P8ASY1	reviewed		JHS1 EMB2411 At1g08840 F7G19.26
Q9AR07	reviewed		JMT At1g19640 F14P1.3
C0SUT9	reviewed		JMJ16 PKDM7D At1g08620 F22O13.10
Q8L7T6	reviewed		JMJ19 PKDM7A At2g38950 T7F6.12
Q9SSE9	reviewed		JMJ25 IBM1 At3g07610 MLP3.6
Q8W4P8	reviewed		MEB1 At4g27860 T27E11.100
F4KFS7	reviewed		MEB2 At5g24290 MOP9.11
Q8LCU7	reviewed		At3g45770 T6D9.100
H3K2Y6	reviewed		MED12 CCT CRP MED12_1 At4g00450 F5I10.24
Q9SZU7	reviewed		KAI2 D14L HTL At4g37470 F6G17.120
Q39128	reviewed		KAT1 At5g46240 MPL12.2
Q9C9P4	reviewed		KAS2 FAB1 At1g74960 F25A4.7 F9E10.19
Q3ED65	reviewed		MENG At1g23360 F26F24.24
Q5D892	reviewed		MER3 RCK At3g27730 MGF10.14
Q94BS2	reviewed		MET1 GAN ZKT At1g55480 T5A14.12
F4K0E8	reviewed		ISPG CLB4 CSB3 HDS At5g60600 MUP24.2
Q1PE15	reviewed		At4g36820 AP22.5 C7A10.540
F4I111	reviewed		At1g09575 F14J9.24
O81433	reviewed		ISU3 At4g04080 T24H24.11
F4HPA7	reviewed		MED10B MED10_1 At1g26665 T24P13.4
Q9FMP0	reviewed		MED19A MED19_1 At5g12230 MXC9.19
Q9FHK9	reviewed		MED26B MED26_2 At5g05140 K2A11.1
F4KFC7	reviewed		MED26C MED26_3 At5g09850 MYH9.6
Q9FEF8	reviewed		MED36B FBR1 FIB1 MED36_2 SKIP7 At5g52470 K24M7.22
Q8H1B3	reviewed		MED37B BIP-L BIP3 HSP70-13 MED37_1 At1g09080 F7G19.5
Q9LHA8	reviewed		MED37C HSC70-4 HSP70 HSP70-4 MED37_2 At3g12580 T16H11.7 T2E22.11
Q9FHX8	reviewed		At5g42060 MJC20.17
Q93WJ8	reviewed		MDAR2 At5g03630 F17C15.50
Q9C7A2	reviewed		ITN1 At3g12360 MQC3.17 T2E22.31
O81893	reviewed		ITPK2 At4g33770 T16L1.260
O80568	reviewed		ITPK4 At2g43980 F6E13.11
P57106	reviewed		MDH2 At5g43330 MWF20.2
Q9ZP06	reviewed		At1g53240 F12M16.14
Q9LKA3	reviewed		At3g15020 K15M2.16
Q9SWG0	reviewed		IVD At3g45300 F18N11.6
F4I9R6	reviewed		JAL15 JAX1 At1g58160 T18I24.7
Q9C9Q4	reviewed		JAC1 At1g75100 F9E10.5
O49326	reviewed		NSP2 JAL21 At2g33070 F25I18.19
O80950	reviewed		JAL22 At2g39310 T16B24.5
O04316	reviewed		NSP4 JAL29 At3g16410 T02O04.10 T2O4.17
Q9LIF8	reviewed		JAL36 At3g21380 MHC9.6
Q9M1A9	reviewed		JAL37 At3g59590 T16L24.140
Q9M1A6	reviewed		JAL39 At3g59620 T16L24.170
F4HQX1	reviewed		JAL3 At1g19715 F6F9.23
Q9FGC5	reviewed		JAL41 At5g35940 MEE13.1
Q9FGC4	reviewed		JAL42 At5g35950 MEE13.5
Q9FFW7	reviewed		JAL43 At5g38540 MBB18.7
Q9FFW6	reviewed		JAL44 At5g38550 MBB18.8
Q9FNM2	reviewed		JAL45 At5g46000 MCL19.4
Q9M5W9	reviewed		MBP2 JAL6 MBP1.2
O65187	reviewed		MBP1 JAL7 MBP1.1
Q9SAV0	reviewed		MBP1 JAL7 At1g52040 F5F19.10
F4IB94	reviewed		JAL8 At1g52050 F5F19.11
F4IB95	reviewed		JAL9 At1g52060 F5F19.12
Q9SKE2	reviewed		JAR1 FIN219 At2g46370 F11C10.6
F4IDQ5	reviewed		JASON At1g06660 F12K11.5
F4J078	reviewed		JAZ13 At3g22275 MMP21.6
Q0WMR0	reviewed		JAL12 At1g52120 F5F19.18
Q9ZU13	reviewed		JAL13 At1g52130 F5F19.19
Q9C911	reviewed		JJJ1 At1g74250 F1O17.8
O64752	reviewed		JMJ15 MEE27 PKDM7C At2g34880
F4I6G4	reviewed		JMJ18 At1g30810 T17H7.10
Q8RWR1	reviewed		JMJ30 JMJD5 At3g20810 MOE17.12
Q8LPT3	reviewed		MEBL At4g27870 T27E11.110
F4INY4	reviewed		HVT1 At2g30800 F7F1.1 T11J7.19
Q9LJM4	reviewed		IKU2 At3g19700 MMB12.19
O82170	reviewed		IKU1 MVQ9 VQ14 At2g35230
P17597	reviewed		ALS AHAS CSR1 TZP5 At3g48560 T8P19.70
P54970	reviewed		ILL2 At5g56660 MIK19.11
O04373	reviewed		ILL4 IAR3 JR3 At1g51760 F19C24.4
Q8VYX0	reviewed		ILL6 GR1 At1g44350 T18F15.9
Q9STW5	reviewed		At4g24290 T22A6.120
Q9M2V9	reviewed		MAEA At3g55070 T15C9_70
Q8GXP1	reviewed		MAG2L At1g08400 T27G7.8
Q9STU3	reviewed		MAG2 At3g47700 T23J7.30
Q9FGK9	reviewed		MAG5 SEC16A At5g47480 MNJ7.7
P47996	reviewed		IMPDH At1g79470 T8K14.11
Q7Y223	reviewed		MAN2 At2g20680 F5H14.35
Q9SG94	reviewed		MAN3 At3g10890 T7M13.3
O80948	reviewed		JAL23 At2g39330 T16B24.3
Q84X07	reviewed		JAL24 At2g43730 F18O19.16
Q9MA49	reviewed		JAL2 At1g05770 T20M3.3
Q9LTA8	reviewed		JAL46 At5g49850 K21G20.6
Q9LTA7	reviewed		JAL47 At5g49860 K21G20.7
Q9LTY2	reviewed		JAL48 At5g49870 K9P8.1
Q9LQ31	reviewed		JAL4 At1g33790 F14M2.9
Q9ZU23	reviewed		JAL5 At1g52000 F5F19.6
O48716	reviewed		JGB At2g26490 T9J22.16
Q6NQL4	reviewed		KDSA2 kdsA At1g16340 F3O9.14
Q9C616	reviewed		KAN2 At1g32240 F27G20.7
P52410	reviewed		KAS1 At5g46290 MPL12.7
Q9AV97	reviewed		KDSA1 At1g79500 T8K14.8
Q9ZU25	reviewed		At1g51980 F5F19.4
O04308	reviewed		MPPA2 At3g16480 MDC8.11 T02O04.2
Q9SCR2	reviewed		KRP2 ICK2 At3g50630 T3A5.10
Q0WNX9	reviewed		KRP6 ACK1 ICK4 At3g19150 MVI11.5
Q38802	reviewed		GA1 ABC33 CPS CPS1 TPSGA1 At4g02780 T5J8.9
O23145	reviewed		ASK2 At3g61160 T20K12.60
O49730	reviewed		TRANS11 At4g18270 T9A21.120
Q8RXD5	reviewed		KTI1 TPI At1g73260 T18K17.7
Q9LMU2	reviewed		KTI2 At1g17860 F2H15.9
Q6ID18	reviewed		LAC10 At5g01190 F7J8.170
Q9FY79	reviewed		LAC14 At5g09360 T5E8.160
Q1PDH6	reviewed		LAC16 At5g58910 K19M22.11
Q39131	reviewed		At5g15350 F8M21_240
Q9LES4	reviewed		L2HGDH At3g56840 T8M16_170
Q9SSM9	reviewed		LBD7 ASL31 At1g72980 F3N23.18
Q9ZUP0	reviewed		LBD8 ASL34 At2g19510 F3P11.11
O82198	reviewed		LBD9 ASL35 At2g19820 F6F22.15
Q9SLB6	reviewed		LBD17 ASL15 At2g42440 MHK10.16
Q9LQR0	reviewed		LBD1 ASL8 At1g07900 F24B9.1
Q9SRV3	reviewed		LBD20 ASL21 At3g03760 F20H23.21
Q9SRL8	reviewed		LBD21 ASL12 At3g11090 F11B9.5 F9F8.10
Q9FZI8	reviewed		LCAT1 At1g27480 F17L21.27 F17L21.28
Q94IB8	reviewed		LCB1 EMB2779 FBR11 At4g36480 AP22 C7A10.880
Q8VY08	reviewed		LCMT1 SBI1 At1g02100 T7I23.16
Q9M304	reviewed		LCB2b LCB2.2 SPT1 At3g48780 T21J18_50
Q9SA57	reviewed		At1g03120 F10O3.5
Q8GWT7	reviewed		At5g27980 F15F15.50
Q9LNN3	reviewed		At1g53080 F8L10.6
Q9LW12	reviewed		LEA29 LEA76 At3g15670 MSJ11.7
Q9LJ95	reviewed		ECP31 At3g22500 F16J14.6
Q9XGM2	reviewed		MRE11 At5g54260 MDK4.8
Q4V3E2	reviewed		MRG2 At1g02740 F22D16.25
Q93ZD7	reviewed		MRS2-4 MGT6 At3g58970 F17J16.20
Q9ZPR4	reviewed		MRS2-5 MGT3 At2g03620 F19B11.7
Q1PE39	reviewed		MRS2-6 MGT5 At4g28580 T5F17.30
Q304A0	reviewed		MRS2-7 MGT7 At5g09690 F17I14.120
Q9ZW84	reviewed		IPMI2 At2g43100 MFL8.14
Q9LRB5	reviewed		LHT2 AATL2 At1g24400 F21J9.6
Q9C733	reviewed		At1g48640 F11I4.17
Q9ZWT1	reviewed		LIP1 LPLA At2g20860 F5H14.17
Q9M0Z3	reviewed		KEA3 At4g04850 T4B21.3
B5X0N6	reviewed		KEA6 At5g11800 T22P22.190
Q9LTI3	reviewed		At5g59470 F2O15.15 F2O15_130
Q8VY63	reviewed		At4g07390 F28D6.6
Q67Y93	reviewed		KRP1 ICK1 At2g23430 F26B6.8
Q9FKB5	reviewed		KRP3 ICK6 At5g48820 K24G6.15
Q8VZD5	reviewed		ASK5 SK13 At5g14640 T15N1.130
Q39010	reviewed		ASK6 SK2-2 SK23 At2g30980 F7F1.19
Q39011	reviewed		ASK7 BIN2 DWF12 SK21 UCU1 At4g18710 F28A21.120
Q9LMH0	reviewed		KTI12 DRL1 ELO4 At1g13870 F16A14.8
Q9FQ08	reviewed		KU70 At1g16970 F6I1.2
Q9ZPY2	reviewed		LAC6 At2g46570 F13A10.10
Q9SR40	reviewed		LAC7 At3g09220 F3L24.9
Q9CAP8	reviewed		LACS9 At1g77590 T5M16.18
O81081	reviewed		LAC2 At2g29130 T9I4.21
O48573	reviewed		LAZ5 TTR1 At5g44870 K21C13.4 T19K24.2
Q9SZE8	reviewed		LBD39 ASL41 At4g37540 F19F18.30
Q9SA51	reviewed		LBD3 ASL9 At1g16530 F3O9.33
Q9ZW96	reviewed		LBD40 ASL37 At1g67100 F5A8.2
Q9CA30	reviewed		LBD42 ASL36 At1g68510 T26J14.8
Q9SHE9	reviewed		LBD4 ASL6 At1g31320 T19E23.11
Q9C8V8	reviewed		LBD5 ASL33 At1g36000 T22A15.8
Q8RW93	reviewed		At4g00165 F6N15.21
Q9LFB2	reviewed		LAX1 At5g01240 F7J8_220
Q93V61	reviewed		LCAT3 At3g03310 T21P5.27
Q71N54	reviewed		LCAT4 At4g19860 T16H5.220
Q1G1A4	reviewed		LAS1 LSS At3g45130 T14D3.70
O82359	reviewed		LCKB2 At2g46090 T3F17.26
Q9LSZ9	reviewed		LCB2a LCB2 At5g23670 MQM1.6
Q8VY49	reviewed		LCV1 At2g20130 T2G17.7
Q9C8C1	reviewed		LCV2 At1g43130 F2H10.2
Q9M1R1	reviewed		LCD At3g62130 T17J13.90
Q38932	reviewed		LUT2 At5g57030 MHM17.16
Q8VYR9	reviewed		KEA5 At5g51710 MIO24.16
P92958	reviewed		KIN11 AKIN11 SNR1 SNRK1.2 At3g29160 MXE2.16
P31169	reviewed		KIN2 COR6.6 At5g15970 F1N13_110
Q9SCY5	reviewed		KINB2 At4g16360 dl4210w FCAALL.163
Q9CAR3	reviewed		CBSCBS2 At1g69800 T17F3.17
O65154	reviewed		KIWI At5g09250 T5E8_50
Q8LD38	reviewed		MPC3 DiDi 19A-1b NRGA1 At4g05590 F6H8.10
O49636	reviewed		MPC4 At4g22310 T10I14_140
O80434	reviewed		IRX12 LAC4 At2g38080 F16M14.1
Q9LYQ2	reviewed		LAC13 At5g07130 T28J14.70
Q9M0K4	reviewed		LAF1 MYB18 At4g25560 M7J2.70
Q9CA25	reviewed		LAX3 At1g77690 T32E8.2
F4JTN2	reviewed		LAZ1 At4g38360 F22I13.130
Q39084	reviewed		LEA41 DI21 At4g15910 dl3995w FCAALL.235
Q9LNN1	reviewed		At1g53060 F8L10.8
O03983	reviewed		LEA14 At1g01470 F22L4.3
Q9LZF5	reviewed		LLP AED9 LLP1 SAI-LLP1 At5g03350 F12E4.80
O82355	reviewed		At2g46140 T3F17.21
Q9SRX6	reviewed		LEA2 AtLEA3 At1g02820 F22D16.18
Q9LYT7	reviewed		IPMI1 At3g58990 F17J16.40
P25860	reviewed		MT2A At3g09390 F3L24.28
Q9M1V9	reviewed		LFG2 BIL4 At3g63310 MAA21.11
Q84WV6	reviewed		MORC1 CRT1 At4g36290 C7A10.1020 F23E13.180
Q9FZ06	reviewed		KINUA ARK3 PAK At1g12430 F5O11.15
Q9SV36	reviewed		KINUC ARK1 CAE1 MRH2 At3g54870 F28P10.150
A0A1I9LN01	reviewed		LAF3 At3g55850 F27K19.30
Q9T009	reviewed		LACS5 At4g11030 F8M12.15 T22B4.10
Q5XV40	reviewed		LA1 At5g14090 MUA22.9
O64836	reviewed		LBD10 ASL2 At2g23660 F26B6.31 F27L4.15
Q9SK08	reviewed		LBD11 ASL7 At2g28500 T17D12.6
Q8LBW3	reviewed		LBD12 ASL5 At2g30130 T27E13.13
Q9SLB7	reviewed		LBD16 ASL18 At2g42430 MHK10.15
F4IQJ6	reviewed		LCV3 At2g18460 T30D6.3
Q38933	reviewed		LCY1 LCYB LYC SZL1 At3g10230 F14P13.17
Q9FG31	reviewed		LEA46 LEA4-5 At5g06760 MPH15.12
Q9FK15	reviewed		At5g53260 K19E1.6
F4KFM8	reviewed		At5g17165 MKP11
Q96273	reviewed		LEA18 LEA4-2 At2g35300
Q9FMT1	reviewed		IMDH1 IMD1 IPMDH1 MAM-D1 At5g14200 MUA22.20
Q9SA14	reviewed		IMDH3 IMD3 IPMDH3 At1g31180 F28K20.14
Q94AR8	reviewed		IIL1 At4g13430 T9E8.170
Q9FLG2	reviewed		MRS2-2 MGT9 At5g64560 MUB3.8
Q9LJN2	reviewed		MRS2-3 MGT4 At3g19640 MMB12.11
Q9FT88	reviewed		GNT2 At2g05320 F5G3.22
Q9XFK7	reviewed		MFT At1g18100 E12A11 T10F20.11 T10F20.7
O82730	reviewed		MGD2 MGDB At5g20410 F5O24.300 F7C8
Q8LB47	reviewed		Mge2 AR192 At4g26780 F10M23.120
O23676	reviewed		MAGO At1g02140 T7I23.7
Q9LTB2	reviewed		MMT1 MMT At5g49810 K21G20.2
Q0WM29	reviewed		ALDH6B2 At2g14170 F15N24.6 T22C12.10
P32961	reviewed		NIT1 At3g44310 T10D17_100
P32962	reviewed		NIT2 At3g44300 T10D17_90
P46010	reviewed		NIT3 At3g44320 T10D17_110
P46011	reviewed		NIT4 At5g22300 MWD9.8
Q9CA59	reviewed		NRP1 NFA6 At1g74560 F1M20.24
Q9SVY0	reviewed		NRPA1 RPA1 At3g57660 F15B8.150
P18616	reviewed		NRPB1 RPB1 RPB205 RPII At4g35800 F4B14.70
Q38859	reviewed		NRPB11 NRPD11 NRPE11 RPB13.6 At3g52090 F4F15.200
F4KD38	reviewed		NRPC2 RPC2 At5g45140 K18C1.1
Q9LQ02	reviewed		NRPD1 NRPD1a RMD3 RPD1 SDE4 SMD2 At1g63020 F16M19.19 F16P17.19
Q9FJH7	reviewed		NRT2.3 At5g60780 MAE1.3 MAE1.4
Q9FGS5	reviewed		NRT3.1 NAR2.1 NAR2.2 WR3 At5g50200 K6A12.6
