Entry	Entry name	Status	Protein names	Gene names
F4I443	BARD1_ARATH	reviewed	BRCA1-associated RING domain protein 1 (AtBARD1) (Protein REPRESSOR OF WUSCHEL 1)	BARD1 ROW1 At1g04020 F21M11.4
Q946J2	SUVR1_ARATH	reviewed	Probable inactive histone-lysine N-methyltransferase SUVR1 (Protein SET DOMAIN GROUP 13) (Suppressor of variegation 3-9-related protein 1) (Su(var)3-9-related protein 1)	SUVR1 SDG13 SET13 At1g04050 F20D22.16 F21M11.1
Q38828	IAA10_ARATH	reviewed	Auxin-responsive protein IAA10 (Indoleacetic acid-induced protein 10)	IAA10 At1g04100 F20D22.13
F4I454	F4I454_ARATH	unreviewed	Multidrug resistance-associated protein 5	ABCC5 ATABCC5 ATMRP5 ATP-binding cassette C5 MULTIDRUG RESISTANCE PROTEIN 5 At1g04120
Q7GB25	AB5C_ARATH	reviewed	ABC transporter C family member 5 (ABC transporter ABCC.5) (AtABCC5) (EC 7.6.2.2) (ATP-energized glutathione S-conjugate pump 5) (Glutathione S-conjugate-transporting ATPase 5) (Multidrug resistance-associated protein 5)	ABCC5 MRP5 At1g04120 F20D22.11
F4I460	MYO8_ARATH	reviewed	Myosin-8 (Myosin XI B) (AtXIB)	XI-B XIB At1g04160 F20D22.7
O64490	O64490_ARATH	unreviewed	Eukaryotic translation initiation factor 2 gamma subunit (F20D22.6 protein) (Protein synthesis initiation factor eIF2 gamma) (Strong similarity to initiation factor eIF-2, gb|U37354 from S)	EIF2 GAMMA At1g04170 F20D22.6 F20D22_6
O64486	O64486_ARATH	unreviewed	At1g04210 (F20D22.2 protein) (Leucine-rich repeat protein kinase family protein)	At1g04210 F20D22.2 F20D22_2
Q5XEP9	KCS2_ARATH	reviewed	3-ketoacyl-CoA synthase 2 (KCS-2) (EC 2.3.1.199) (Docosanoic acid synthase) (Very long-chain fatty acid condensing enzyme 2) (VLCFA condensing enzyme 2)	KCS2 DAISY KCS17 At1g04220 F20D22.1
Q38822	IAA3_ARATH	reviewed	Auxin-responsive protein IAA3 (Indoleacetic acid-induced protein 3) (Short hypocotyl) (Suppressor of HY2)	IAA3 SHY2 At1g04240 F19P19.32
P93830	IAA17_ARATH	reviewed	Auxin-responsive protein IAA17 (Auxin response 3) (Indoleacetic acid-induced protein 17)	IAA17 AXR3 At1g04250 F19P19.31
F4I472	F4I472_ARATH	unreviewed	Cytosolic ribosomal protein S15	RPS15 RIBOSOMAL PROTEIN S15 At1g04270 F19P19.29 F19P19_29
Q08112	RS151_ARATH	reviewed	40S ribosomal protein S15-1	RPS15A RIG RPS15 At1g04270 F19P19.29
P93828	P93828_ARATH	unreviewed	F19P19.27 protein (Thioesterase superfamily protein)	At1g04290 F19P19.27 F19P19_27
P93825	ERS2_ARATH	reviewed	Ethylene response sensor 2 (AtERS2) (EC 2.7.11.-) (Protein ERS2)	ERS2 At1g04310 F19P19.25
O22691	O22691_ARATH	unreviewed	At1g04330 (F19P19.24 protein)	At1g04330 F19P19.24 F19P19_24
O22690	O22690_ARATH	unreviewed	At1g04340/F19P19_23 (F19P19.23 protein) (HR-like lesion-inducing protein-like protein)	At1g04340 F19P19.23 F19P19_23
P93823	ATL1_ARATH	reviewed	RING-H2 finger protein ATL1 (EC 2.3.2.27) (RING-type E3 ubiquitin transferase ATL1)	ATL1 At1g04360 F19P19.21
P93822	ERF97_ARATH	reviewed	Ethylene-responsive transcription factor 14 (AtERF14) (Ethylene-responsive element-binding factor 14) (EREBP-14)	ERF14 ERF-14 ERF097 At1g04370 F19P19.19
P93820	Y1439_ARATH	reviewed	BTB/POZ domain-containing protein At1g04390	At1g04390 F19P19.16
Q96524	CRY2_ARATH	reviewed	Cryptochrome-2 (Atcry2) (Blue light photoreceptor) (Protein PHR homolog 1) (AtPHH1) (Protein SUPPRESSOR OF elf3 20)	CRY2 PHH1 SEL20 At1g04400 F19P19.14
P93819	MDHC1_ARATH	reviewed	Malate dehydrogenase 1, cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 1) (cNAD-MDH1) (Cytosolic malate dehydrogenase 1) (Cytosolic MDH1)	MDH1 At1g04410 F19P19.13
Q940J9	PMT8_ARATH	reviewed	Probable methyltransferase PMT8 (EC 2.1.1.-)	At1g04430 F19P19.11
F4I5N6	RIC3_ARATH	reviewed	CRIB domain-containing protein RIC3 (ROP-interactive CRIB motif-containing protein 3) (Target of ROP protein RIC3)	RIC3 At1g04450 F19P19.8
P49690	RL23_ARATH	reviewed	60S ribosomal protein L23 (Protein EMBRYO DEFECTIVE 2171)	RPL23A At1g04480 F19P19.5; RPL23B At2g33370 F4P9.14; RPL23C EMB2171 At3g04400 T27C4.4
F4I5P3	F4I5P3_ARATH	unreviewed	MOS4-associated complex 3A	MAC3A MOS4-associated complex 3A At1g04510 F19P19.2 F19P19_2
Q94BR4	PR19A_ARATH	reviewed	Pre-mRNA-processing factor 19 homolog 1 (EC 2.3.2.-) (MOS4-associated complex protein 3A) (MAC protein 3A) (Plant U-box protein 59) (U-box domain-containing protein 59)	PRP19A MAC3A PUB59 At1g04510 F19P19.2
F4I5P9	F4I5P9_ARATH	unreviewed	Auxin-responsive protein	IAA12 BDL BODENLOS At1g04550 T1G11.20 T1G11_20
Q38830	IAA12_ARATH	reviewed	Auxin-responsive protein IAA12 (Indoleacetic acid-induced protein 12) (Protein BODENLOS)	IAA12 BDL At1g04550 T1G11.20
F4I5Q6	MYO7_ARATH	reviewed	Myosin-7 (Myosin XI A) (AtXIA)	XI-A XIA At1g04600 T1G11.15
Q8GS60	HCAR_ARATH	reviewed	7-hydroxymethyl chlorophyll a reductase, chloroplastic (EC 1.17.7.2)	HCAR HMCR At1g04620 T1G11.13
Q6AWV1	POP5_ARATH	reviewed	Probable ribonuclease P/MRP protein subunit POP5 (EC 3.1.26.5) (Protein EMBRYO DEFECTIVE 1687)	EMB1687 At1g04635 T1G11.24
F4I5R5	F4I5R5_ARATH	unreviewed	Holliday junction resolvase	At1g04650 T1G11.9 T1G11_9
Q940Q1	PLY1_ARATH	reviewed	Probable pectate lyase 1 (EC 4.2.2.2) (Pectate lyase A1)	At1g04680 T1G11.7 T1G11_6
O23016	KCAB_ARATH	reviewed	Probable voltage-gated potassium channel subunit beta (K(+) channel subunit beta) (Potassium voltage beta 1) (KV-beta1)	KAB1 KV-BETA1 At1g04690 T1G11.6
Q67YV9	Q67YV9_ARATH	unreviewed	Putative vesicle-associated membrane protein, synaptobrevin 7B	At1g04740 At1g04750
Q9ZTW3	VA721_ARATH	reviewed	Vesicle-associated membrane protein 721 (AtVAMP721) (v-SNARE synaptobrevin 7B) (AtVAMP7B)	VAMP721 VAMP7B At1g04750 F13M7.26 F13M7_23 T1G11.1
Q9MAS5	VA726_ARATH	reviewed	Putative vesicle-associated membrane protein 726 (AtVAMP726)	VAMP726 At1g04760 F13M7.25
Q9MAT0	PSD1B_ARATH	reviewed	26S proteasome non-ATPase regulatory subunit 1 homolog B (26S proteasome regulatory subunit RPN2b) (AtRPN2b) (26S proteasome regulatory subunit S1 homolog B)	RPN2B At1g04810 F13M7.20
Q0WV25	TBA4_ARATH	reviewed	Tubulin alpha-4 chain	TUBA4 TUA4 At1g04820 F13M7.19
Q9MAT3	Q9MAT3_ARATH	unreviewed	F13M7.16 protein (Ubiquitin-associated (UBA)/TS-N domain-containing protein)	F13M7.16 At1g04850 F13M7.16 F13M7_16
Q9MAT5	ANM10_ARATH	reviewed	Protein arginine N-methyltransferase PRMT10 (EC 2.1.1.319)	PRMT10 PRMT4.2 At1g04870 F13M7.14 F13M7_12
Q9MAT6	HMG15_ARATH	reviewed	High mobility group B protein 15 (Nucleosome/chromatin assembly factor group D 15)	HMGB15 NFD15 At1g04880 F13M7.13
F4I764	F4I764_ARATH	unreviewed	Hydroxyproline-rich glycoprotein family protein	At1g04930 F13M7.8 F13M7_8
Q9MAU1	Q9MAU1_ARATH	unreviewed	F13M7.8 protein (Hydroxyproline-rich glycoprotein family protein)	At1g04930 F13M7.8 F13M7_8
Q9MAU3	TAF6_ARATH	reviewed	Transcription initiation factor TFIID subunit 6 (Protein EMBRYO DEFECTIVE 2781) (TATA box associated factor II 59) (TBP-associated factor 6) (AtTAF6) (Transcription initiation factor TFIID subunit D5)	TAF6 EMB2781 TAFII59 At1g04950 F13M7.6
A8MRN9	A8MRN9_ARATH	unreviewed	Golgin family A protein (DUF1664)	At1g04960 F13M7.5 F13M7_5
Q9MAU4	Q9MAU4_ARATH	unreviewed	F13M7.5 protein (Golgin family A protein (DUF1664))	At1g04960 At1g04960/F13M7.5 F13M7.5 F13M7_5
F4I775	F4I775_ARATH	unreviewed	Lipid-binding serum glycoprotein family protein	At1g04970 F13M7.4 F13M7_4
Q9MAU5	Y1049_ARATH	reviewed	Putative BPI/LBP family protein At1g04970	At1g04970 F13M7.4
Q94AD9	C3H3_ARATH	reviewed	Zinc finger CCCH domain-containing protein 3 (AtC3H3) (EC 3.1.-.-) (Zinc finger CCCH domain-containing protein ZFN-like 4)	At1g04990 F13M7.1
F4I780	F4I780_ARATH	unreviewed	Phosphotyrosine protein phosphatases superfamily protein	PFA-DSP1 AtPFA-DSP1 At1g05000 T7A14.14 T7A14_14
Q9ZVN4	DSP1_ARATH	reviewed	Tyrosine-protein phosphatase DSP1 (EC 3.1.3.48) (Protein PLANT AND FUNGI ATYPICAL DUAL-SPECIFICITY PHOSPHATASE 1) (AtPFA-DSP1) (Tyrosine-protein phosphatase At1g05000)	DSP1 PTP135 At1g05000 T7A14.14
Q06588	ACCO4_ARATH	reviewed	1-aminocyclopropane-1-carboxylate oxidase 4 (ACC oxidase) (EC 1.14.17.4) (Ethylene-forming enzyme) (EFE)	ACO4 ACO1 EAT1 At1g05010 T7A14.12
Q9ZVN6	AP180_ARATH	reviewed	Clathrin coat assembly protein AP180 (At-AP180) (Clathrin coat-associated protein AP180)	AP180 At1g05020 T7A14.11
Q9ZVN9	TF2H2_ARATH	reviewed	General transcription factor IIH subunit 2 (AtGTF2H2) (TFIIH basal transcription factor complex p44 subunit) (Atp44)	GTF2H2 P44 At1g05055 T7A14.8
Q94AB8	Q94AB8_ARATH	unreviewed	At1g05070/T7A14_6 (Transmembrane protein, putative (DUF1068))	At1g05070 T7A14.6 T7A14_6
Q9ZVP5	M3K18_ARATH	reviewed	Mitogen-activated protein kinase kinase kinase 18 (EC 2.7.11.25)	MAPKKK18 MAP3K18 At1g05100 T7A14.2
O23053	ARAS2_ARATH	reviewed	Probable membrane metalloprotease ARASP2, chloroplastic (EC 3.4.24.-)	ARASP2 At1g05140 YUP8H12.25
O23052	Y1515_ARATH	reviewed	Uncharacterized TPR repeat-containing protein At1g05150	At1g05150 YUP8H12.24
O23051	KAO1_ARATH	reviewed	Ent-kaurenoic acid oxidase 1 (AtKAO1) (EC 1.14.14.107) (Cytochrome P450 88A3)	KAO1 CYP88A3 At1g05160 YUP8H12.23
F4I7A3	F4I7A3_ARATH	unreviewed	NAD(P)-binding Rossmann-fold superfamily protein	AXR1 AUXIN RESISTANT 1 AUXIN RESISTANT PROTEIN 1 YUP8H12.21 YUP8H12_21 At1g05180
F4I7A4	F4I7A4_ARATH	unreviewed	NAD(P)-binding Rossmann-fold superfamily protein	AXR1 AUXIN RESISTANT 1 AUXIN RESISTANT PROTEIN 1 YUP8H12.21 YUP8H12_21 At1g05180
P42744	AXR1_ARATH	reviewed	NEDD8-activating enzyme E1 regulatory subunit AXR1 (Auxin-resistance protein AXR1) (Protein AUXIN-RESISTANT 1)	AXR1 At1g05180 YUP8H12.21
O23049	RK6_ARATH	reviewed	50S ribosomal protein L6, chloroplastic (Protein EMBRYO DEFECTIVE 2394)	RPL6 EMB2394 At1g05190 YUP8H12.20
Q8GXJ4	GLR34_ARATH	reviewed	Glutamate receptor 3.4 (AtGLR4) (Ligand-gated ion channel 3.4)	GLR3.4 GLR4 GLUR3 At1g05200 YUP8H12.19
B3H6Y4	B3H6Y4_ARATH	unreviewed	Homeodomain GLABROUS 2	HDG2 homeodomain GLABROUS 2 YUP8H12.16 YUP8H12_16 At1g05230
Q94C37	HDG2_ARATH	reviewed	Homeobox-leucine zipper protein HDG2 (HD-ZIP protein HDG2) (Homeodomain GLABRA 2-like protein 2) (Homeodomain transcription factor HDG2) (Protein HOMEODOMAIN GLABROUS 2)	HDG2 HDGL2-2 At1g05230 YUP8H12.16
O23044	PER3_ARATH	reviewed	Peroxidase 3 (Atperox P3) (EC 1.11.1.7) (ATPRC) (RCI3A) (Rare cold-inducible protein)	PER3 P3 RCI3 At1g05260 YUP8H12.13
Q9ZVZ9	PB27B_ARATH	reviewed	Photosystem II D1 precursor processing protein PSB27-H2, chloroplastic (Psb27-H2) (LOW PSII accumulation 19 protein) (LPA19) (Thylakoid lumenal protein PSB27-H2)	PSB27-2 LPA19 At1g05385 T25N20.4
B9DGV7	B9DGV7_ARATH	unreviewed	AT1G05410 protein (CDPK adapter, putative (DUF1423))	At1g05410 T25N20.6 T25N20_6
Q8VZE5	Q8VZE5_ARATH	unreviewed	At1g05410/T25N20_5 (CDPK adapter, putative (DUF1423))	At1g05410 T25N20.6 T25N20_6
F4I8R6	OFP12_ARATH	reviewed	Transcription repressor OFP12 (Ovate family protein 12) (AtOFP12)	OFP12 At1g05420
Q1G2Y5	Q1G2Y5_ARATH	unreviewed	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein (Protease inhibitor)	At1g05450 T25N20.10 T25N20_10
Q8LBJ6	Q8LBJ6_ARATH	unreviewed	At1g05450 (Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein) (Lipid-transfer protein, putative)	At1g05450 T25N20.10 T25N20_10
Q8GYD9	SDE3_ARATH	reviewed	Probable RNA helicase SDE3 (EC 3.6.4.13) (Silencing defective protein 3)	SDE3 At1g05460 T25N20.11 T25N20.26
Q9LR47	IP5P6_ARATH	reviewed	Type IV inositol polyphosphate 5-phosphatase 6 (At5PTase6) (EC 3.1.3.36) (EC 3.1.3.86) (Protein COTYLEDON VASCULAR PATTERN 2)	IP5P6 CVP2 At1g05470 T25N20.12
F4I8S3	CLSY3_ARATH	reviewed	SNF2 domain-containing protein CLASSY 3 (EC 3.6.4.-) (Protein CHROMATIN REMODELING 31) (AtCHR31)	CLSY3 CHR31 At1g05490 T25N20.14
Q8L706	SYT5_ARATH	reviewed	Synaptotagmin-5 (NTMC2T2.1) (Synaptotagmin E)	SYT5 SYTE At1g05500 T25N20.15
Q9ZVY7	OBP1A_ARATH	reviewed	Oil body-associated protein 1A	OBAP1A At1g05510 T25N20.16
Q8H0S3	Q8H0S3_ARATH	unreviewed	Protein transport protein SEC23	At1g05520 T25N20.17
Q9LR44	U75B1_ARATH	reviewed	UDP-glycosyltransferase 75B1 (EC 2.4.1.-) ((Uridine 5'-diphosphate-glucose:indol-3-ylacetyl)-beta-D-glucosyl transferase 1) (IAA-Glu synthase 1) (Indole-3-acetate beta-glucosyltransferase 1) (EC 2.4.1.121)	UGT75B1 UGT1 At1g05560 T25N20.20
F4I8T3	F4I8T3_ARATH	unreviewed	Callose synthase 1	CALS1 ATGSL06 ATGSL6 callose synthase 1 GLUCAN SYNTHASE-LIKE 6 GSL06 GSL6 At1g05570 F3F20.1 F3F20_1
Q9AUE0	CALS1_ARATH	reviewed	Callose synthase 1 (EC 2.4.1.34) (1,3-beta-glucan synthase) (Protein GLUCAN SYNTHASE-LIKE 6)	CALS1 GSL6 At1g05570 F3F20.1 T25N20.22
Q8LC91	Q8LC91_ARATH	unreviewed	Transmembrane protein	At1g05575 At1g05575/F3F20.22
Q8VYD4	CHX23_ARATH	reviewed	Cation/H(+) antiporter 23, chloroplastic (Protein CATION/H+ EXCHANGER 23) (AtCHX23)	CHX23 At1g05580 F3F20.2
Q9SYK1	PPR11_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g05600	At1g05600 F3F20.5
Q8LAC4	URH2_ARATH	reviewed	Probable uridine nucleosidase 2 (EC 3.2.2.3) (Uridine ribohydrolase 2)	URH2 At1g05620 F3F20.7
Q9SYK4	IP5PD_ARATH	reviewed	Type I inositol polyphosphate 5-phosphatase 13 (At5PTase13) (EC 3.1.3.56)	IP5P13 5PTASE13 IPP6 At1g05630 F3F20.8
Q9SYK5	Q9SYK5_ARATH	unreviewed	Ankyrin repeat family protein (F3F20.9 protein)	At1g05640 F3F20.9 F3F20_9
Q0WVK7	PPR12_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g05670, mitochondrial	At1g05670 F3F20.12
Q9SYK9	U74E2_ARATH	reviewed	UDP-glycosyltransferase 74E2 (EC 2.4.1.-)	UGT74E2 At1g05680 F3F20.13
Q9SYL0	BT3_ARATH	reviewed	BTB/POZ and TAZ domain-containing protein 3 (BTB and TAZ domain protein 3)	BT3 At1g05690 F3F20.14
C0LGD6	Y1570_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At1g05700 (EC 2.7.11.1)	At1g05700 F3F20.15
Q7XJU2	BH153_ARATH	reviewed	Transcription factor bHLH153 (BHLH transcription factor alpha) (bHLH alpha) (Basic helix-loop-helix protein 153) (AtbHLH153) (bHLH 153) (bHLH transcription factor bHLH153)	BHLH153 At1g05710 F3F20.16
Q9MA50	PPR13_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g05750, chloroplastic (Protein PIGMENT DEFECTIVE 247)	PDE247 PCMP-E59 At1g05750 T20M3.1
Q9SE37	JAL1_ARATH	reviewed	Protein RESTRICTED TEV MOVEMENT 1 (Jacalin-related lectin 1) (Restricted tobacco etch virus movement protein 1)	RTM1 JAL1 At1g05760 T20M3.2
Q8GWH4	Q8GWH4_ARATH	unreviewed	Got1/Sft2-like vescicle transport protein family	At1g05785
Q8H102	BH128_ARATH	reviewed	Transcription factor bHLH128 (Basic helix-loop-helix protein 128) (AtbHLH128) (bHLH 128) (Transcription factor EN 74) (bHLH transcription factor bHLH128)	BHLH128 EN74 At1g05805 T20M3.7
Q9MA40	Q9MA40_ARATH	unreviewed	INO80 complex subunit D-like protein (T20M3.13 protein)	At1g05860 At1g05860/T20M3_11 T20M3.13 T20M3_13
Q84RQ9	ARI12_ARATH	reviewed	Probable E3 ubiquitin-protein ligase ARI12 (EC 2.3.2.31) (ARIADNE-like protein ARI12) (Protein ariadne homolog 12) (RING-type E3 ubiquitin transferase ARI12)	ARI12 At1g05880 T20M3.15
Q9C5D6	CAAT9_ARATH	reviewed	Cationic amino acid transporter 9, chloroplastic	CAT9 At1g05940 T21E18.1
Q9LNE6	U89C1_ARATH	reviewed	UDP-glycosyltransferase 89C1 (EC 2.4.1.-) (Flavonol 7-O-rhamnosyltransferase) (UDP-rhamnose: flavonol 7-O-rhamnosyltransferase)	UGT89C1 At1g06000 T21E18.5
Q9LNE4	SCRK3_ARATH	reviewed	Probable fructokinase-3 (EC 2.7.1.4)	At1g06020 T21E18.7
Q9LNE3	SCRK2_ARATH	reviewed	Probable fructokinase-2 (EC 2.7.1.4)	At1g06030 T21E18.8
F4IBY7	F4IBY7_ARATH	unreviewed	B-box zinc finger family protein	STO B-box domain protein 24 BBX24 SALT TOLERANCE At1g06040 T21E18.9 T21E18_9
Q96288	BBX24_ARATH	reviewed	B-box zinc finger protein 24 (Salt tolerance protein)	BBX24 STO At1g06040 T21E18.8 T21E18.9
Q9LNE0	Q9LNE0_ARATH	unreviewed	At1g06070 (AtbZIP transcription factor) (BZip transcription factor AtbZip69) (Basic-leucine zipper (BZIP) transcription factor family protein) (T21E18.12 protein)	bZIP69 AtbZIP69 basic leucine-zipper 69 At1g06070 T21E18.12 T21E18_12
Q9LND7	SKI16_ARATH	reviewed	F-box protein SKIP16 (SKP1-interacting partner 16)	SKIP16 At1g06110 T21E18.16
Q8LDW8	GLO2D_ARATH	reviewed	Probable hydroxyacylglutathione hydrolase 2, chloroplastic (EC 3.1.2.6) (Glyoxalase 2-4) (Glyoxalase II) (Glx II)	GLX2-4 At1g06130 T21E18.18
Q9LND1	ERF94_ARATH	reviewed	Ethylene-responsive transcription factor ERF094 (Protein OCTADECANOID-RESPONSIVE ARABIDOPSIS AP2/ERF 59)	ERF094 ORA59 At1g06160 F9P14.2
Q9LND0	BH089_ARATH	reviewed	Transcription factor bHLH89 (Basic helix-loop-helix protein 89) (AtbHLH89) (bHLH 89) (Transcription factor EN 24) (bHLH transcription factor bHLH089)	BHLH89 EN24 At1g06170 F9P14.3
Q94K75	RHON1_ARATH	reviewed	Rho-N domain-containing protein 1, chloroplastic	RHON1 At1g06190 F9P14.5
Q9LNC5	CLO_ARATH	reviewed	110 kDa U5 small nuclear ribonucleoprotein component CLO (Protein CLOTHO) (Protein GAMETOPHYTE FACTOR 1) (Protein MATERNAL EFFECT EMBRYO ARREST 5) (Protein VAJRA-1) (SNU114 homolog)	CLO GFA1 MEE5 VAJ-1 At1g06220 F9P14.8
Q3EDH8	CLE3_ARATH	reviewed	CLAVATA3/ESR (CLE)-related protein 3 [Cleaved into: CLE3p]	CLE3 At1g06225 F9P14
Q9LNC0	PPR16_ARATH	reviewed	Pentatricopeptide repeat-containing protein At1g06270	At1g06270 F9P14.13
P0CZ23	ACOX3_ARATH	reviewed	Acyl-coenzyme A oxidase 3, peroxisomal (AOX 3) (Acyl-CoA oxidase 3) (EC 1.3.3.6) (Medium-chain acyl-CoA oxidase) (AtCX3)	ACX3 At1g06290 F9P14.15 F9P14_11 T2D23.1
Q39012	KSG9_ARATH	reviewed	Shaggy-related protein kinase iota (EC 2.7.11.1) (ASK-iota) (GSK3/shaggy-related protein kinase 1) (AtGSK1) (Protein BIN2-like 2) (Shaggy-related protein kinase 2-3) (AtSK2-3) (Shaggy-related protein kinase 22) (AtSK22)	ASK9 BIL2 GSK1 SK2-3 SK22 At1g06390 T2D23.9
P28185	RAA1A_ARATH	reviewed	Ras-related protein RABA1a (AtRABA1a) (Ras-related protein Ara-2) (Ras-related protein Rab11E) (AtRab11E)	RABA1A ARA-2 RAB11E At1g06400 T2D23.10 T2D23_5
Q9LMI0	TPS7_ARATH	reviewed	Probable alpha,alpha-trehalose-phosphate synthase [UDP-forming] 7 (EC 2.4.1.15) (Trehalose-6-phosphate synthase 7) (AtTPS7)	TPS7 TPSA At1g06410 T2D23.11
Q9SHJ0	CAF1A_ARATH	reviewed	Probable CCR4-associated factor 1 homolog 1 (EC 3.1.13.4)	CAF1-1 At1g06450 F12K11.20
Q208N7	Q208N7_ARATH	unreviewed	Alpha-crystallin domain 32.1 (At1g06460) (Peroxisomal small heat shock protein Acd31.2)	ACD32.1 ACD31.2 ALPHA-CRYSTALLIN DOMAIN 31.2 alpha-crystallin domain 32.1 At1g06460 F12K11.19 F12K11_19
Q6DSU2	Q6DSU2_ARATH	unreviewed	Transmembrane protein	At1g06475
Q84K72	Q84K72_ARATH	unreviewed	Forkhead-associated domain protein	At1g06510 F12K11.16 F12K11_16
A8MSB8	A8MSB8_ARATH	unreviewed	Transmembrane protein, putative (DUF3317)	At1g06515
Q9SHJ6	PMD2_ARATH	reviewed	Peroxisomal and mitochondrial division factor 2 (Ubiquitin-interacting factor 7)	PMD2 UBI7 At1g06530 F12K11.14
Q8H1U4	APC5_ARATH	reviewed	Anaphase-promoting complex subunit 5 (Cyclosome subunit 5)	APC5 At1g06590 F12K11.7
Q84MB3	ACCH1_ARATH	reviewed	1-aminocyclopropane-1-carboxylate oxidase homolog 1	At1g06620 F12K11.24 F12K11.6
Q42029	PSBP1_ARATH	reviewed	Oxygen-evolving enhancer protein 2-1, chloroplastic (OEE2) (23 kDa subunit of oxygen evolving system of photosystem II) (23 kDa thylakoid membrane protein) (OEC 23 kDa subunit) (OEC23)	PSBP1 PSBP At1g06680 F12K11.3 F4H5_18
Q8H1G6	PTI11_ARATH	reviewed	PTI1-like tyrosine-protein kinase 1 (PTI1-1) (EC 2.7.10.2)	PTI11 At1g06700 F12K11.1 F4H5.21
P26568	H11_ARATH	reviewed	Histone H1.1	At1g06760 F4H5.15
Q9M9Y4	DRIP1_ARATH	reviewed	E3 ubiquitin protein ligase DRIP1 (EC 2.3.2.27) (DREB2A-interacting protein 1) (RING-type E3 ubiquitin transferase DRIP1)	DRIP1 At1g06770 F4H5.14
F4HNT3	F4HNT3_ARATH	unreviewed	RNA polymerase Rpb7 N-terminal domain-containing protein	At1g06790 F4H5.12 F4H5_12
Q9M9Y6	Q9M9Y6_ARATH	unreviewed	F4H5.12 protein (Putative RNA polymerase) (RNA polymerase Rpb7 N-terminal domain-containing protein)	At1g06790 F4H5.12 F4H5_12
Q9M9Y8	CRTSO_ARATH	reviewed	Prolycopene isomerase, chloroplastic (CrtISO) (EC 5.2.1.13) (Carotenoid and chloroplast regulation protein 2) (Carotenoid isomerase)	CRTISO CCR2 At1g06820 F4H5.10
Q9M9Y9	GRS11_ARATH	reviewed	Monothiol glutaredoxin-S11 (AtGrxS11) (Protein ROXY 6)	GRXS11 ROXY6 At1g06830 F4H5.25 F4H5.9
C0LGD7	Y1684_ARATH	reviewed	Probable LRR receptor-like serine/threonine-protein kinase At1g06840 (EC 2.7.11.1)	At1g06840 F4H5.8
Q8VWG0	Q8VWG0_ARATH	unreviewed	AtbZIP transcription factor (Basic leucine-zipper 52) (Similar to bZIP transcription factors)	AtbZIP52 basic leucine-zipper 52 bZIP52 At1g06850 F4H5.7 F4H5_7
Q8VWR2	Q8VWR2_ARATH	unreviewed	AtbZIP transcription factor	AtbZIP52 At1g06850
F4HNU3	F4HNU3_ARATH	unreviewed	Nodulin MtN21 /EamA-like transporter family protein	At1g06890 F4H5.5 F4H5_5
Q8RXL8	UXT3_ARATH	reviewed	UDP-xylose transporter 3	UXT3 At1g06890 F4H5.5
Q6R0E4	Q6R0E4_ARATH	unreviewed	MYB transcription factor (TRF-like 7)	TRFL7 TRF-like 7 At1g06910
F4HNU8	OFP4_ARATH	reviewed	Transcription repressor OFP4 (Ovate family protein 4) (AtOFP4)	OFP4 At1g06920 F4H5.2
Q8LPR9	TI110_ARATH	reviewed	Protein TIC110, chloroplastic (Translocon at the inner envelope membrane of chloroplasts 110) (AtTIC110)	TIC110 At1g06950 F10K1.33 F4H5.1
Q9LMJ4	E70B2_ARATH	reviewed	Exocyst complex component EXO70B2 (AtExo70b2) (Exocyst subunit Exo70 family protein B2)	EXO70B2 At1g07000 F10K1.28
F4HNW0	F4HNW0_ARATH	unreviewed	Calcineurin-like metallo-phosphoesterase superfamily protein	SLP1 AtSLP1 At1g07010 F10K1.27 F10K1_27
F4HNW2	F4HNW2_ARATH	unreviewed	Calcineurin-like metallo-phosphoesterase superfamily protein	SLP1 AtSLP1 At1g07010 F10K1.27 F10K1_27
Q8L774	SLP1_ARATH	reviewed	Shewanella-like protein phosphatase 1 (AtSLP1) (EC 3.1.-.-)	SLP1 At1g07010 F10K1.27
Q8LDM8	Q8LDM8_ARATH	unreviewed	CCT motif family protein	At1g07050 F10K1.24 F10K1_24
Q9LMK0	R35A1_ARATH	reviewed	60S ribosomal protein L35a-1	RPL35AA At1g07070 F10K1.22
Q9LMK5	STN1_ARATH	reviewed	CST complex subunit STN1 (Suppressor of cdc thirteen homolog) (AtSTN1)	STN1 At1g07130 F10K1.17
Q9LMK7	RBP1A_ARATH	reviewed	Ran-binding protein 1 homolog a (Ran-binding protein siRanBP)	RANBP1A SIRANBP At1g07140 F10K1.15
Q8RX37	P2C02_ARATH	reviewed	Probable protein phosphatase 2C 2 (AtPP2C02) (EC 3.1.3.16) (Protein phosphatase AP2C2)	At1g07160 F10K1.13
Q9LML3	Q9LML3_ARATH	unreviewed	F10K1.8 protein (Ribosomal protein S18)	At1g07210 F10K1.8 F10K1_8
